SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,8633 Valley Brook Dr,Raleigh,NC,27613,595000,5,2.5,Springdale Estates,2670,30492,1975,3,223,,Active,,,http://www.redfin.com/NC/Raleigh/8633-Valley-Brook-Dr-27613/home/41125560,TMLS,2412963,N,Y,35.8962239,-78.7079713
MLS Listing,,Townhouse,8017 River Gold Ln,Raleigh,NC,27616,245000,3,2.5,Southall Commons,1357,1742,2006,3,181,165,Active,,,http://www.redfin.com/NC/Raleigh/8017-River-Gold-Ln-27616/home/41313543,TMLS,2412962,N,Y,35.8783288,-78.5341518
MLS Listing,,Single Family Residential,837 Oxen Cir,Raleigh,NC,27603,525000,4,3,Hudson Meadows,,24829,2004,3,,11,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/837-Oxen-Cir-27603/home/41294820,TMLS,2412952,N,Y,35.6205885,-78.6435307
MLS Listing,,Condo/Co-op,210 E Davie St #210,Raleigh,NC,27601,475000,2,1.5,Founders Row,1444,,1986,3,329,275,Active,,,http://www.redfin.com/NC/Raleigh/210-E-Davie-St-27601/unit-210/home/176708762,TMLS,2412951,N,Y,35.7751719,-78.6358501
MLS Listing,,Condo/Co-op,1204 Schaub Dr Unit B,Raleigh,NC,27606,160000,2,1.5,Driftwood,922,,1972,3,174,228,Active,,,http://www.redfin.com/NC/Raleigh/1204-Schaub-Dr-27606/unit-B/home/41161870,TMLS,2412933,N,Y,35.7821083,-78.7055017
MLS Listing,,Single Family Residential,715 Penn Rd,Raleigh,NC,27604,1200000,4,3.5,Wake,4194,8712,2021,3,286,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/715-Penn-Rd-27604/home/41071606,TMLS,2412926,N,Y,35.7882886,-78.6215868
MLS Listing,,Single Family Residential,7207 Monarda Ct,Raleigh,NC,27616,339900,3,2.5,Brighton,1902,5662,2004,3,179,17,Active,,,http://www.redfin.com/NC/Raleigh/7207-Monarda-Ct-27616/home/41289363,TMLS,2412904,N,Y,35.8911718,-78.5168998
MLS Listing,,Single Family Residential,328 Chavis Way,Raleigh,NC,27601,475000,3,2,Wake,1136,6534,1996,3,418,,Active,,,http://www.redfin.com/NC/Raleigh/328-Chavis-Way-27601/home/41213881,TMLS,2412902,N,Y,35.7755392,-78.6317392
MLS Listing,,Single Family Residential,3975 Massey Wood Trl,Raleigh,NC,27616,425000,4,3,Massey Preserve,2909,5662,2008,3,146,25,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/3975-Massey-Wood-Trl-27616/home/41318066,TMLS,2412901,N,Y,35.8644751,-78.5217595
MLS Listing,,Single Family Residential,3321 Slippery Elm Dr,Raleigh,NC,27610,359990,3,2.5,Elmwood,1731,5967,2021,3,208,30,Active,,,http://www.redfin.com/NC/Raleigh/3321-Slippery-Elm-Dr-27610/home/176707560,TMLS,2412899,N,Y,35.7400075,-78.5981474
MLS Listing,,Single Family Residential,12209 Pawleys Mill Cir,Raleigh,NC,27614,659900,4,3.5,Wakefield,3920,10454,2004,3,168,23,Active,,,http://www.redfin.com/NC/Raleigh/12209-Pawleys-Mill-Cir-27614/home/41275948,TMLS,2412897,N,Y,35.961652,-78.5536413
MLS Listing,,Single Family Residential,7108 Falls Glen Ct,Raleigh,NC,27614,900000,4,5.5,Falls View,5268,129373,2003,3,171,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/7108-Falls-Glen-Ct-27614/home/41235168,TMLS,2412885,N,Y,35.9806626,-78.6356625
MLS Listing,,Townhouse,1802 Sara Ln,Raleigh,NC,27606,262500,4,3.5,Hunters Creek,1680,4356,1985,3,156,225,Active,,,http://www.redfin.com/NC/Raleigh/1802-Sara-Ln-27606/home/41141932,TMLS,2412882,N,Y,35.7762007,-78.6907332
MLS Listing,,Condo/Co-op,1901 Trailwood Heights Ln #301,Raleigh,NC,27603,165000,2,2,Trailwood Heights,902,,2000,3,183,256,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1901-Trailwood-Heights-Ln-27603/unit-301/home/41257105,TMLS,2412875,N,Y,35.7509707,-78.686097
MLS Listing,,Single Family Residential,1421 Starry Night Ct #26,Raleigh,NC,27613,1186000,4,4.5,Wake,4293,39204,2022,3,276,125,Active,,,http://www.redfin.com/NC/Raleigh/1421-Starry-Night-CT-27613/unit-26/home/176706724,TMLS,2412869,N,Y,35.97615756,-78.69049538
MLS Listing,,Single Family Residential,9028 Leverton Ln,Raleigh,NC,27615,1045000,4,3.5,Traemoor Manor,4025,32670,2000,3,260,60,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/9028-Leverton-Ln-27615/home/41249343,TMLS,2412864,N,Y,35.9048699,-78.669771
MLS Listing,,Single Family Residential,3702 Randell Rd,Garner,NC,27529,270000,3,1,Cloverdale,1209,23086,1957,3,223,,Pre On-Market,October-16-2021 12:00 PM,October-16-2021 02:00 PM,http://www.redfin.com/NC/Garner/3702-Randell-Rd-27529/home/41071778,TMLS,2412859,N,Y,35.7283784,-78.6175854
MLS Listing,,Single Family Residential,1725 Kingston Heath Way,Raleigh,NC,27604-5834,299900,3,2.5,Hedingham,1452,5227,1990,3,207,55,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1725-Kingston-Heath-Way-27604/home/41185232,TMLS,2412858,N,Y,35.8043846,-78.5498258
MLS Listing,,Townhouse,2741 Oberlin Rd #103,Raleigh,NC,27608,749900,4,3.5,Oberlin Ridge,2122,435,2012,4,353,285,Active,,,http://www.redfin.com/NC/Raleigh/2741-Oberlin-Rd-27608/unit-103/home/44526045,TMLS,2412845,N,Y,35.812254,-78.657904
MLS Listing,,Townhouse,8811 Thornton Town Pl,Raleigh,NC,27616,278000,2,3,Thornton Commons,2060,1306,2008,4,135,120,Active,October-17-2021 01:00 PM,October-17-2021 05:00 PM,http://www.redfin.com/NC/Raleigh/8811-Thornton-Town-Pl-27616/home/41322905,TMLS,2412842,N,Y,35.8985049,-78.5533708
MLS Listing,,Vacant Land,2701 Ridge Rd,Raleigh,NC,27612-4717,575000,,,Tucker Farms,,16988,,4,,,Active,,,http://www.redfin.com/NC/Raleigh/2701-Ridge-Rd-27612/home/44527203,TMLS,2412836,N,Y,35.828938,-78.675343
MLS Listing,,Vacant Land,3505 Valley Ct,Raleigh,NC,27612-4730,575000,,,Westchester,,16552,,4,,,Active,,,http://www.redfin.com/NC/Raleigh/3505-Valley-Ct-27612/home/163153439,TMLS,2412834,N,Y,35.829079,-78.67625
MLS Listing,,Single Family Residential,3565 Massey Ridge Ct,Raleigh,NC,27616-9799,380000,3,2.5,Massey Preserve,2131,9147,2017,4,178,50,Active,,,http://www.redfin.com/NC/Raleigh/3565-Massey-Ridge-Ct-27616/home/109239140,TMLS,2412822,N,Y,35.8680118,-78.5268408
MLS Listing,,Townhouse,3414 Star View Dr,Raleigh,NC,27610,301580,2,2.5,Wake,1437,1742,2022,4,210,130,Active,,,http://www.redfin.com/NC/Raleigh/3414-Star-St-27610/home/176689707,TMLS,2412821,N,Y,35.7606,-78.5766
MLS Listing,,Townhouse,3416 Star View Dr,Raleigh,NC,27610,322980,3,2.5,Wake,1463,2178,2022,4,221,130,Active,,,http://www.redfin.com/NC/Raleigh/3416-Star-St-27610/home/176689698,TMLS,2412820,N,Y,35.7606,-78.5766
MLS Listing,,Townhouse,3412 Star View Dr,Raleigh,NC,27610,310715,3,2.5,Wake,1458,1742,2022,4,213,130,Active,,,http://www.redfin.com/NC/Raleigh/3412-Star-St-27610/home/176689694,TMLS,2412819,N,Y,35.7606,-78.5766
MLS Listing,,Townhouse,3410 Star View Dr,Raleigh,NC,27610,334575,3,2.5,Wake,1463,2178,2022,4,229,130,Active,,,http://www.redfin.com/NC/Raleigh/3410-Star-St-27610/home/176689644,TMLS,2412816,N,Y,35.7606,-78.5766
MLS Listing,,Single Family Residential,7008 Twyford Pl,Raleigh,NC,27612,459000,3,2.5,Greystone,1991,11761,1992,4,231,21,Active,,,http://www.redfin.com/NC/Raleigh/7008-Twyford-Pl-27612/home/41191502,TMLS,2412805,N,Y,35.881275,-78.672826
MLS Listing,,Single Family Residential,9405 Dominion Blvd,Raleigh,NC,27617,387900,4,2.5,Dominion Park,2211,9583,1992,4,175,47,Pre On-Market,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/9405-Dominion-Blvd-27617/home/41193287,TMLS,2412798,N,Y,35.9112597,-78.7412664
MLS Listing,,Condo/Co-op,3710 Pardue Woods Pl #102,Raleigh,NC,27606,230000,3,3,University Woods,1257,,2002,5,183,215,Active,,,http://www.redfin.com/NC/Raleigh/3710-Pardue-Woods-Pl-27606/unit-102/home/41280526,TMLS,2412782,N,Y,35.749457,-78.6976543
MLS Listing,,Single Family Residential,625 Locust Ln,Raleigh,NC,27603,244900,3,2,Rangewood,1278,22651,1967,5,192,,Active,,,http://www.redfin.com/NC/Raleigh/625-Locust-Ln-27603/home/41088314,TMLS,2412763,N,Y,35.7057243,-78.6493373
MLS Listing,,Townhouse,2109 Metacomet Way,Raleigh,NC,27604,290000,3,2.5,Hedingham,1455,3441,2003,5,199,,Active,,,http://www.redfin.com/NC/Raleigh/2109-Metacomet-Way-27604/home/41271289,TMLS,2412748,N,Y,35.813267,-78.544983
MLS Listing,,Townhouse,840 Oak Center Dr,Raleigh,NC,27610,299625,2,2.5,Wake,1450,1785,2022,5,207,130,Active,,,http://www.redfin.com/NC/Raleigh/840-Oak-Bridge-Dr-27610/home/176687486,TMLS,2412745,N,Y,35.7699759,-78.58018343
MLS Listing,,Townhouse,842 Oak Center Dr,Raleigh,NC,27610,299850,2,2.5,Wake,1439,1742,2022,5,208,130,Active,,,http://www.redfin.com/NC/Raleigh/842-Oak-Bridge-Dr-27610/home/176687448,TMLS,2412744,N,Y,35.76994979,-78.58014052
MLS Listing,,Single Family Residential,1101 S Blount St,Raleigh,NC,27601-2609,525000,3,2.5,Wake,1710,4356,2018,5,307,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1101-S-Blount-St-27601/home/56427317,TMLS,2412743,N,Y,35.766977,-78.636874
MLS Listing,,Single Family Residential,5017 Dawn Piper Dr,Raleigh,NC,27613,362300,3,2.5,Harrington Grove,1537,4791,1999,5,236,25,Active,,,http://www.redfin.com/NC/Raleigh/5017-Dawn-Piper-Dr-27613/home/41237733,TMLS,2412734,N,Y,35.9218482,-78.7430377
MLS Listing,,Townhouse,5820 Sentinel Dr,Raleigh,NC,27609,429900,3,2.5,Whitehall Townhomes,2411,3049,1978,5,178,290,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/5820-Sentinel-Dr-27609/home/41231147,TMLS,2412733,N,Y,35.8612277,-78.6102806
MLS Listing,,Townhouse,846 Oak Center Dr,Raleigh,NC,27610,322910,3,2.5,Wake,1463,2265,2022,5,221,130,Active,,,http://www.redfin.com/NC/Raleigh/846-Oak-Bridge-Dr-27610/home/176687405,TMLS,2412731,N,Y,35.77000202,-78.58012979
MLS Listing,,Single Family Residential,7659 Birchmoor Way,Raleigh,NC,27616,444900,4,4.5,Bryson Village,2863,6969,2014,5,155,50,Active,,,http://www.redfin.com/NC/Raleigh/7659-Birchmoor-Way-27616/home/52417698,TMLS,2412725,N,Y,35.8387241,-78.5051379
MLS Listing,,Single Family Residential,12901 Barsanlaw Dr,Raleigh,NC,27613,899000,3,3,Barsanlaw Acres,2734,140045,1971,5,329,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/12901-Barsanlaw-Dr-27613/home/41153662,TMLS,2412720,N,Y,35.935716,-78.6991889
MLS Listing,,Single Family Residential,613 Fox Chase Ct,Raleigh,NC,27606,365000,3,2.5,Hunters Creek West,1924,20908,1977,5,190,,Active,,,http://www.redfin.com/NC/Raleigh/613-Fox-Chase-Ct-27606/home/41130348,TMLS,2412710,N,Y,35.7729733,-78.7034861
MLS Listing,,Single Family Residential,1604 Kirkby Ln,Raleigh,NC,27614,1550000,4,4.5,The Moorlands,5385,39204,2003,5,288,79,Active,,,http://www.redfin.com/NC/Raleigh/1604-Kirkby-Ln-27614/home/41268811,TMLS,2412704,N,Y,35.9484446,-78.6817547
MLS Listing,,Townhouse,4706 Parkville Dr,Raleigh,NC,27604-2826,169900,2,2.5,Green Park Townes,1153,871,2006,5,147,97,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/4706-Parkville-Dr-27604/home/41271679,TMLS,2412690,N,Y,35.842522,-78.593626
MLS Listing,,Condo/Co-op,400 W North St #1222,Raleigh,NC,27603,280000,1,1,West Condominiums,782,,2008,6,358,374,Active,,,http://www.redfin.com/NC/Raleigh/400-W-North-St-27603/unit-1222/home/41328675,TMLS,2412686,N,Y,35.7852674,-78.6452816
MLS Listing,,Townhouse,7236 Galon Glen Rd,Raleigh,NC,27613,329900,2,3,Long Lake,1890,1742,2003,6,175,130,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/7236-Galon-Glen-Rd-27613/home/41265763,TMLS,2412678,N,Y,35.8784535,-78.7273717
MLS Listing,,Townhouse,8823 Camden Park Dr,Raleigh,NC,27613,269900,2,2.5,Camden Park,1294,1306,2004,6,209,144,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/8823-Camden-Park-Dr-27613/home/41291384,TMLS,2412675,N,Y,35.8965541,-78.739639
MLS Listing,,Townhouse,2235 Violet Bluff Ct,Raleigh,NC,27610-3152,205000,3,2.5,Walnut Bluffs,1150,1306,2000,6,178,80,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2235-Violet-Bluff-Ct-27610/home/41274078,TMLS,2412674,N,Y,35.750499,-78.56156
MLS Listing,,Single Family Residential,2421 New Bern Ave,Raleigh,NC,27610,842000,3,2.5,Longview Gardens,3557,29185,1967,6,237,,Active,October-16-2021 12:00 PM,October-16-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/2421-New-Bern-Ave-27610/home/41224201,TMLS,2412669,N,Y,35.781652,-78.5952922
MLS Listing,,Single Family Residential,5809 Iris Lake Ct,Raleigh,NC,27604,262000,3,2,Riverbend,1116,8712,1986,6,235,16,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/5809-Iris-Lake-Ct-27604/home/41168505,TMLS,2412649,N,Y,35.8336312,-78.5399757
MLS Listing,,Single Family Residential,201 Rosehaven Dr,Raleigh,NC,27609,414900,4,2.5,Colony Woods,1835,11761,1984,6,226,,Pre On-Market,October-16-2021 02:00 PM,October-16-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/201-Rosehaven-Dr-27609/home/41152086,TMLS,2412643,N,Y,35.8587326,-78.6369702
MLS Listing,,Single Family Residential,5504 Bridgeman Ct,Durham,NC,27703,401000,3,2.5,Harrington Pines,1567,8276,2003,6,256,,Active,,,http://www.redfin.com/NC/Durham/5504-Bridgeman-Ct-27703/home/43592879,TMLS,2412640,N,Y,35.9262886,-78.7562328
MLS Listing,,Single Family Residential,4925 Enlightenment Rd #2117,Raleigh,NC,27616,475260,4,3,Wake,2581,6098,2022,6,184,99,Active,,,http://www.redfin.com/NC/Brentwood/4925-Enlightenment-RD-27616/unit-2117/home/176685759,TMLS,2412636,N,Y,35.85816329,-78.5416692
MLS Listing,,Single Family Residential,43 Fox Crossing Dr,Raleigh,NC,27603,345000,3,2.5,Waverly Pointe,2269,36590,2005,6,152,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/43-Fox-Crossing-Dr-27603/home/43739961,TMLS,2412634,N,Y,35.5735975,-78.6128966
MLS Listing,,Single Family Residential,6041 Bellow St,Raleigh,NC,27609,425000,3,2,Wake,2251,13503,1973,6,189,,Active,,,http://www.redfin.com/NC/Raleigh/6041-Bellow-St-27609/home/41067497,TMLS,2412627,N,Y,35.8679627,-78.6500021
MLS Listing,,Single Family Residential,5005 Huntingdon Dr,Raleigh,NC,27606,365000,3,2.5,Devonwood,1461,22651,1966,6,250,,Active,,,http://www.redfin.com/NC/Raleigh/5005-Huntingdon-Dr-27606/home/41105067,TMLS,2412601,N,Y,35.7784771,-78.7091562
MLS Listing,,Single Family Residential,805 Berwyn Way,Raleigh,NC,27615,550000,4,3,Woods Of Tiffany,2750,9147,1993,6,200,75,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/805-Berwyn-Way-27615/home/41160849,TMLS,2412591,N,Y,35.9175284,-78.6744656
MLS Listing,,Single Family Residential,1127 Ricochet Ct,Raleigh,NC,27610,240000,4,2,Idlewood Village,1314,7840,2007,6,183,25,Pre On-Market,October-15-2021 04:00 PM,October-15-2021 06:00 PM,http://www.redfin.com/NC/Raleigh/1127-Ricochet-Dr-27610/home/41306199,TMLS,2412583,N,Y,35.7355195,-78.6199464
MLS Listing,,Single Family Residential,5612 Beardall St,Raleigh,NC,27616,537100,3,2.5,Wake,2470,6969,2018,6,217,99,Active,,,http://www.redfin.com/NC/Raleigh/5612-Beardall-St-27616/home/163042346,TMLS,2412572,N,Y,35.8629157,-78.5350508
MLS Listing,,Single Family Residential,5817 Claribel Ct,Raleigh,NC,27612,725000,5,3.5,Tennyson Place,4042,11325,2007,6,179,70,Active,,,http://www.redfin.com/NC/Raleigh/5817-Claribel-Ct-27612/home/41324891,TMLS,2412557,N,Y,35.8632054,-78.6843911
MLS Listing,,Single Family Residential,8701 Bluff Pointe Ct,Raleigh,NC,27615,525000,5,4,Hunters Knoll,3300,10018,1995,6,159,11,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/8701-Bluff-Pointe-Ct-27615/home/41202948,TMLS,2412556,N,Y,35.8968309,-78.5835791
MLS Listing,,Townhouse,2933 Wycliff Rd,Raleigh,NC,27607,289800,3,2.5,Meredith Townes,1426,1742,1969,6,203,289,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2933-Wycliff-Rd-27607/home/41087469,TMLS,2412548,N,Y,35.8220699,-78.691557
MLS Listing,,Townhouse,3820 Essex Garden Ln,Raleigh,NC,27612,589000,4,3.5,The Essex at Glen Eden,2637,3484,2015,6,223,210,Active,October-17-2021 01:00 PM,October-17-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/3820-Essex-Garden-Ln-27612/home/57211524,TMLS,2412543,N,Y,35.8326624,-78.6997163
MLS Listing,,Single Family Residential,9512 Anson Grove Ln,Raleigh,NC,27615,387000,3,2,Anson Grove,1500,8276,1997,6,258,,Active,,,http://www.redfin.com/NC/Raleigh/9512-Anson-Grove-Ln-27615/home/41203835,TMLS,2412542,N,Y,35.9049934,-78.5907243
MLS Listing,,Single Family Residential,6847 Paint Rock Ln,Raleigh,NC,27610,332000,3,2.5,Griffis Glen,1604,6534,2006,6,207,,Active,,,http://www.redfin.com/NC/Raleigh/6847-Paint-Rock-Ln-27610/home/41307434,TMLS,2412537,N,Y,35.7309949,-78.5375353
MLS Listing,,Townhouse,14312 Foxcroft Rd,Raleigh,NC,27614,317900,3,3,Kingston,1693,1306,2013,6,188,207,Active,,,http://www.redfin.com/NC/Raleigh/14312-Foxcroft-Rd-27614/home/59276774,TMLS,2412531,N,Y,35.9558869,-78.5452115
MLS Listing,,Single Family Residential,3407 Arrowwood Dr,Raleigh,NC,27604-2509,300000,3,2.5,Brentwood,1700,12196,1966,6,176,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/3407-Arrowwood-Dr-27604/home/41089708,TMLS,2412523,N,Y,35.8286364,-78.5930748
MLS Listing,,Single Family Residential,15 S Pettigrew St,Raleigh,NC,27610,475000,3,2.5,Battery Heights,1673,6969,2021,6,284,,Active,,,http://www.redfin.com/NC/Raleigh/15-S-Pettigrew-St-27610/home/174384624,TMLS,2412521,N,Y,35.7796545,-78.6205759
MLS Listing,,Single Family Residential,6804 Fereday Ct,Raleigh,NC,27616,350000,3,2,Coventry,1477,6969,1995,6,237,,Active,,,http://www.redfin.com/NC/Raleigh/6804-Fereday-Ct-27616/home/41205895,TMLS,2412503,N,Y,35.8647049,-78.5488053
MLS Listing,,Single Family Residential,10409 Leslie Dr,Raleigh,NC,27615-1245,589500,4,2.5,Stone Creek,3257,54885,1988,6,181,70,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/10409-Leslie-Dr-27615/home/41160119,TMLS,2412468,N,Y,35.9259474,-78.6598636
MLS Listing,,Single Family Residential,3612 Penhurst Pl,Raleigh,NC,27613,560000,3,2,Cambridge,2004,43995,1976,6,279,,Active,,,http://www.redfin.com/NC/Raleigh/3612-Penhurst-Pl-27613/home/41130661,TMLS,2412460,N,Y,35.9020264,-78.6981478
MLS Listing,,Single Family Residential,5413 Neuse Forest Rd,Raleigh,NC,27616,350000,3,2,The Park at Perry Creek,1379,8276,2003,6,254,33,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/5413-Neuse-Forest-Rd-27616/home/41276620,TMLS,2412454,N,Y,35.8973056,-78.5469862
MLS Listing,,Multi-Family (2-4 Unit),604 - 606 Rawls Dr,Raleigh,NC,27610,314900,4,4,Country Club View,1800,12196,1980,6,175,,Active,,,http://www.redfin.com/NC/Raleigh/604-Rawls-Dr-27610/home/41139721,TMLS,2412448,N,Y,35.7747739,-78.5875941
MLS Listing,,Single Family Residential,1221 Dixie Trl,Raleigh,NC,27607,975000,4,3.5,Ralina,3210,36154,1961,6,304,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1221-Dixie-Trl-27607/home/41071554,TMLS,2412446,N,Y,35.803748,-78.6775514
MLS Listing,,Single Family Residential,9032 Chelsea Dr,Raleigh,NC,27603,1350000,4,4.5,Banks Pointe,6431,87120,2006,6,210,82,Active,,,http://www.redfin.com/NC/Raleigh/9032-Chelsea-Dr-27603/home/41290088,TMLS,2412445,N,Y,35.6364562,-78.7021349
MLS Listing,,Condo/Co-op,1008 Sandlin Pl Unit J,Raleigh,NC,27606-5119,165000,3,2,Driftwood,1225,,1972,7,135,232,Active,,,http://www.redfin.com/NC/Raleigh/1008-Sandlin-Pl-27606/unit-J/home/41158841,TMLS,2412431,N,Y,35.7836278,-78.7039879
MLS Listing,,Condo/Co-op,1321 Crab Orchard Dr #302,Raleigh,NC,27606,235000,4,4,Lake Park,1220,,1999,7,193,185,Active,,,http://www.redfin.com/NC/Raleigh/1321-Crab-Orchard-Dr-27606/unit-302/home/41244931,TMLS,2412428,N,Y,35.7624435,-78.7023121
MLS Listing,,Townhouse,5304 Big Bass Dr,Raleigh,NC,27610-5394,230000,3,2.5,EdgeWtr,1380,1742,2005,7,167,100,Active,,,http://www.redfin.com/NC/Raleigh/5304-Big-Bass-Dr-27610/home/41298051,TMLS,2412427,N,Y,35.797016,-78.5448232
MLS Listing,,Single Family Residential,3210 Britmass Dr,Raleigh,NC,27616,450000,4,2.5,Holden Ridge,2584,5227,2018,7,174,15,Active,,,http://www.redfin.com/NC/Raleigh/3210-Britmass-Dr-27616/home/146009011,TMLS,2412424,N,Y,35.8716324,-78.5273391
MLS Listing,,Single Family Residential,2147 Wake Dr,Raleigh,NC,27608,1100000,3,3,Bloomsbury at Five Points,2297,8276,1929,7,479,,Active,,,http://www.redfin.com/NC/Raleigh/2147-Wake-Dr-27608/home/41069281,TMLS,2412398,N,Y,35.811542,-78.6510216
MLS Listing,,Single Family Residential,4928 Enlightenment Rd #2130,Raleigh,NC,27616,495485,4,3,Wake,2729,7405,2022,7,182,99,Active,,,http://www.redfin.com/NC/Brentwood/4928-Enlightenment-RD-27616/unit-2130/home/176675776,TMLS,2412390,N,Y,35.85765137,-78.54181849
MLS Listing,,Townhouse,2513 Blooming St,Raleigh,NC,27612,450000,4,3,Towns at Crabtree,2431,6098,2008,7,185,140,Active,,,http://www.redfin.com/NC/Raleigh/2513-Blooming-St-27612/home/41314192,TMLS,2412378,N,Y,35.8455489,-78.6773459
MLS Listing,,Single Family Residential,9120 Meadow Mist Ct,Raleigh,NC,27617,822000,4,4.5,Brier Creek,3776,13068,2003,7,218,171,Active,,,http://www.redfin.com/NC/Raleigh/9120-Meadow-Mist-Ct-27617/home/41268801,TMLS,2412374,N,Y,35.9129746,-78.7919571
MLS Listing,,Single Family Residential,8909 Walking Stick Trl,Raleigh,NC,27615,475000,4,2.5,Durant Trails,2658,9147,1993,7,179,29,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/8909-Walking-Stick-Trl-27615/home/41188027,TMLS,2412371,N,Y,35.8991299,-78.5847813
MLS Listing,,Single Family Residential,2668 Pebble Meadow Ln,Raleigh,NC,27610,275000,3,2.5,Quarry Pointe,1525,7405,2006,7,180,17,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/2668-Pebble-Meadow-Ln-27610/home/41297617,TMLS,2412339,N,Y,35.7406938,-78.5864223
MLS Listing,,Single Family Residential,11028 Astor Hill Dr,Raleigh,NC,27613,315000,3,2.5,Harrington Meadows,1341,4791,2001,7,235,45,Active,,,http://www.redfin.com/NC/Raleigh/11028-Astor-Hill-Dr-27613/home/43593020,TMLS,2412338,N,Y,35.934989,-78.743538
MLS Listing,,Single Family Residential,4009 Willow Oak Rd,Raleigh,NC,27604-4726,295000,3,1.5,Oak Haven,1713,20908,1971,7,172,,Active,,,http://www.redfin.com/NC/Raleigh/4009-Willow-Oak-Rd-27604/home/41069744,TMLS,2412323,N,Y,35.8063382,-78.5688576
MLS Listing,,Single Family Residential,924 Palace Garden Way,Raleigh,NC,27603,479900,5,4,Renaissance Park,3072,8712,2013,7,156,77,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/924-Palace-Garden-Way-27603/home/45449999,TMLS,2412318,N,Y,35.73993,-78.6587334
MLS Listing,,Townhouse,7732 Weathered Oak Way,Raleigh,NC,27616,413900,3,2.5,Bryson Village,1882,2613,2015,7,220,138,Active,,,http://www.redfin.com/NC/Raleigh/7732-Weathered-Oak-Way-27616/home/59282199,TMLS,2412305,N,Y,35.8401074,-78.5048139
MLS Listing,,Single Family Residential,5820 Kohler Ln,Raleigh,NC,27616,391200,3,2.5,Jamisons Run,1921,6098,2008,7,204,42,Active,,,http://www.redfin.com/NC/Raleigh/5820-Kohler-Ln-27616/home/41326328,TMLS,2412301,N,Y,35.860568,-78.5633674
MLS Listing,,Townhouse,6023 Dixon Dr,Raleigh,NC,27609,209800,2,2.5,Northclift,1441,1306,1976,7,146,289,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/6023-Dixon-Dr-27609/home/41131472,TMLS,2412289,N,Y,35.8618873,-78.6505451
MLS Listing,,Single Family Residential,3616 Hamilton Mill Dr,Raleigh,NC,27616,325000,3,2,McKinley Mill,1400,13068,2004,7,232,29,Pre On-Market,October-23-2021 01:30 PM,October-23-2021 03:30 PM,http://www.redfin.com/NC/Raleigh/3616-Hamilton-Mill-Dr-27616/home/41295632,TMLS,2412280,N,Y,35.8789889,-78.5108193
MLS Listing,,Single Family Residential,5129 Peakwood Dr,Raleigh,NC,27603,300000,3,2,Sandy Ridge,1449,20037,2001,7,207,,Active,October-17-2021 01:00 PM,October-17-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/5129-Peakwood-Dr-27603/home/41251707,TMLS,2412268,N,Y,35.6337581,-78.6632096
MLS Listing,,Townhouse,1306 Cameron View Ct,Raleigh,NC,27607,445000,3,3.5,Cameron View,1944,1306,2002,7,229,190,Active,,,http://www.redfin.com/NC/Raleigh/1306-Cameron-View-Ct-27607/home/41256877,TMLS,2412259,N,Y,35.8007833,-78.6620466
